customer_id,age,region,subscription_type,device_type,contract_type,payment_method,satisfaction_score,tenure_months,monthly_spend,sessions_per_week,avg_session_minutes,weekly_minutes,usage_score_proxy,support_tickets_90d,payment_delays_6m,last_login_days_ago,estimated_income,usage_variability,engagement_score,spend_per_session,promo_opt_in,auto_renew,churn
2553,33,West,Standard,Desktop,Quarterly,Bank Transfer,4,5,54.73,7.16,28.07,205.99,136.56,1,0,9.02,96966.61,3.93,39.81,7.64,Yes,1,1
548,26,South,Basic,Desktop,Monthly,Card,3,39,46.75,5.26,19.34,102.15,93.37,1,0,2.85,36117.03,7.84,60.03,8.88,Yes,1,0
2211,47,South,Standard,Desktop,Monthly,Digital Wallet,3,50,62.45,3.54,20.31,75.82,81.36,6,0,9.42,28228.87,8.62,43.91,17.66,Yes,1,0
1624,52,South,Basic,Desktop,Monthly,Digital Wallet,4,7,20.78,5.49,25.84,129.55,88.67,2,1,17.47,50069.57,12.71,51.2,3.79,No,0,1
264,31,South,Standard,Desktop,Monthly,Card,2,2,56.04,8.39,27.37,243.44,183.14,1,1,9.23,78034.39,14.51,83.21,6.68,Yes,0,1
1398,36,Central,Standard,Mobile,Monthly,Card,4,3,296.2364013,4.92,136.3923977,126.05,79.88,15,2,10.32,38811.21,26.01,86.6,9.76,No,1,0
2354,40,Central,Basic,Mobile,Monthly,Digital Wallet,4,15,35.5,6.94,9.11,51.37,39.02,1,0,2.38,60380.47,15.43,68.51,5.12,No,1,0
1816,32,North,Basic,Mobile,Annual,Bank Transfer,3,20,28.17,2.13,24.13,53.18,51.26,0,0,4.41,75162.56,5.75,65.49,13.23,Yes,1,0
354,48,North,Basic,Desktop,Monthly,Card,4,22,30.91,3.59,16.28,62.88,65.34,0,3,9.27,35063.94,25.34,59.78,8.62,No,1,1
1076,41,North,Basic,Mobile,Annual,Card,4,38,47.58,4.85,27.07,117.32,80.58,3,0,4.42,48580.73,6.73,61.14,9.81,No,1,0
209,27,North,Basic,Tablet,Quarterly,Digital Wallet,2,40,32.87,4.15,14.71,74.49,70.28,2,2,1.92,52274.16,4.31,56.52,7.92,No,1,1
614,43,North,Basic,Mobile,Monthly,Card,5,17,20.61,3.83,24.11,88.38,67.56,1,0,1.57,38136.75,16.18,66.09,5.38,No,0,0
2091,40,Central,Standard,Desktop,Quarterly,Bank Transfer,1,23,,6.27,21.23,135.83,136.16,0,0,22.56,39178.21,22.17,31.41,8.93,Yes,1,1
2100,57,West,Premium,Mobile,Annual,Bank Transfer,4,29,89.96,5.09,29.75,151.85,103.31,0,0,0.78,124974.32,5.39,92.4,17.69,No,1,1
1499,47,East,Premium,Tablet,Annual,Card,5,17,87.86,6.28,24.03,157.24,115.39,1,0,2.41,31130.27,8.3,74.05,13.99,No,1,0
1136,53,North,Standard,Mobile,Monthly,Digital Wallet,1,16,60.75,4.26,16.67,74.05,38.39,3,0,30.64,34847.89,5.79,8.56,14.27,No,0,1
2881,42,East,Standard,Mobile,Quarterly,Bank Transfer,5,13,51.1,6.86,29.23,206.64,129,3,1,4.85,50104.77,14.26,66.92,7.45,Yes,0,0
2079,18,South,Basic,Desktop,Annual,Card,5,20,40.79,0.83,25.33,11.56,52.74,1,1,4.87,45056.36,12.53,66.09,49.36,No,1,1
58,56,West,Standard,Mobile,Monthly,Card,5,16,44.16,4.88,19.01,99.76,69.34,1,1,2.01,77874.83,3.87,62.74,9.04,Yes,1,0
2484,38,West,Standard,Desktop,Quarterly,Card,2,31,65.68,5.14,21.71,113.85,109.36,1,1,1.72,74246.95,4.35,68.11,12.79,No,1,1
812,31,West,Basic,Desktop,Monthly,Card,3,58,35.52,6.43,31.26,198.3,142.02,2,1,7.01,59984.95,19.19,72.24,5.52,No,0,1
2196,18,South,Premium,Mobile,Annual,Card,1,47,77.97,8.64,28.41,235.54,182.23,1,1,28.32,23525.98,7.88,,9.03,Yes,1,0
562,42,East,Premium,Mobile,Annual,Card,4,16,102.79,4.19,22.77,110.19,91.15,1,0,3.44,61910.25,6.23,73.99,24.52,No,1,0
2944,34,North,Premium,Mobile,Monthly,Card,5,18,94.53,5.76,33.17,172.33,151.65,1,0,4.16,64543.98,5.08,77.42,16.42,Yes,0,0
230,35,Central,Basic,Desktop,Monthly,Card,4,12,38.26,8.84,37.54,347.3,236.08,2,1,1.98,,19.64,91.36,4.33,Yes,1,0
2510,34,West,Standard,Mobile,Quarterly,Card,2,32,57.25,3.97,19.27,63.26,73.81,2,0,1.66,57037.07,8,56.28,14.41,Yes,1,1
1722,21,South,Basic,Mobile,Monthly,Card,5,13,26.35,7.59,22.54,169.55,110.45,1,0,5.02,73681.53,15.6,68.59,3.47,No,1,1
2180,34,East,Basic,Mobile,Quarterly,Bank Transfer,3,41,35.23,2.35,21.56,58.5,49.91,2,0,4.53,93473.92,5.7,59.55,15.01,Yes,1,1
1451,34,East,Basic,Desktop,Annual,Card,5,18,22.45,3.83,24.58,90.52,92.19,0,0,6.93,84398.69,3.8,52.76,5.85,No,1,0
1235,42,North,Standard,Desktop,Monthly,Bank Transfer,3,12,57.9,4.22,18.06,90.5,67.29,1,2,1.53,66478.66,13.62,49.48,13.74,Yes,0,0
1072,25,North,Standard,Mobile,Monthly,Card,2,10,55.29,5.85,29.6,173.61,134.41,1,0,3.47,18000,5.09,76.96,9.46,Yes,1,0
2850,50,East,Basic,Desktop,Monthly,Card,3,24,36.76,4.26,21.51,72.59,68.38,1,1,1.41,18000,14.05,77.71,8.63,No,1,0
1038,31,Central,Basic,Desktop,Annual,Digital Wallet,4,10,31.31,6.21,33.08,211.78,162.84,1,1,15.56,90395.8,8.99,66.09,5.04,No,1,0
890,18,South,Basic,Mobile,Monthly,Bank Transfer,2,9,33.16,4.38,16.73,63.34,53.76,1,1,26.18,49063.99,1.69,43.43,7.57,No,0,1
1054,67,Central,Basic,Mobile,Annual,Bank Transfer,2,18,38.97,5.69,23.18,132.93,95.07,4,1,5.45,52443.19,4.57,56.15,6.85,Yes,1,0
708,45,West,Basic,Desktop,Monthly,Bank Transfer,1,16,27.04,7.59,28.1,222.38,171.1,0,1,8.11,64687.08,6.22,86.93,3.56,Yes,1,0
425,27,Central,Basic,Mobile,Annual,Bank Transfer,4,21,30.83,4.75,20.43,90.03,98.22,1,0,3.87,65590.07,3.72,,6.48,No,1,0
70,36,South,Basic,Mobile,Monthly,Bank Transfer,4,18,25.99,6.29,23.96,150.14,101.32,3,0,12.05,45969.65,8.91,73.99,4.13,Yes,0,1
2250,52,North,Basic,Mobile,Quarterly,Card,2,9,30.7,5.53,23.74,141.76,88.24,2,2,2.3,55025.14,3.44,73.63,5.55,Yes,0,0
2536,51,North,Basic,Desktop,Monthly,Digital Wallet,3,3,24.23,5.78,25.08,146.28,90.44,2,0,2.71,52733.78,20.73,64.3,4.19,No,1,0
2840,39,Central,Basic,Tablet,Monthly,Bank Transfer,1,14,16.37,2.37,6.25,12.2,8.72,3,1,4.02,86719.93,8.24,44.91,6.91,Yes,0,1
2407,41,East,Standard,Desktop,Annual,Bank Transfer,4,4,52.89,5.8,27.59,171.92,113.92,3,0,9.77,31542.18,6.65,58.37,9.12,No,1,0
2964,29,Central,Standard,Mobile,Annual,Card,4,18,65.58,5.96,19.89,113.07,115.56,0,1,3.27,64136.22,31.82,71.43,11,No,1,0
2582,50,East,Premium,Mobile,Monthly,Card,5,23,89.79,3.18,23.06,65.62,74.67,4,1,4.89,50940.63,2.73,65.43,28.21,Yes,1,1
2093,40,East,Basic,Tablet,Quarterly,Card,4,12,34.27,4.64,14.54,72.68,67.34,1,0,1.75,46667.8,6.3,59.27,7.39,No,0,0
941,41,North,Premium,Mobile,Quarterly,Card,4,19,78.3,3.15,15.88,30.81,33.47,5,1,6.82,46055.34,7.24,64.34,24.88,Yes,1,1
621,33,West,Basic,Mobile,Quarterly,Card,3,21,24.13,5.84,25.37,163.04,123.29,,1,13.23,18000,6.12,52.09,4.13,No,1,0
2520,18,East,Standard,Mobile,Annual,Bank Transfer,3,12,57,8.12,31.53,262.92,143.38,2,0,7.47,92456.93,2.94,63.83,7.02,No,1,0
1197,23,Central,Standard,Mobile,Monthly,Card,3,19,57.58,6.68,24.95,166.08,154.25,1,1,19.6,88519.18,6.89,41.6,8.61,Yes,1,1
2068,38,South,Standard,Mobile,Monthly,Bank Transfer,3,27,68.43,5.23,23.32,102.68,90.53,0,0,1.35,75846.31,4.54,86.15,13.08,No,1,0
1033,32,South,Basic,Desktop,Quarterly,Card,4,1,35.7,5.25,23.39,137.22,111.43,1,0,3.69,78018,15.5,74.62,6.8,Yes,1,1
1506,44,Central,Premium,Desktop,Monthly,Card,4,13,90.36,3.85,25.47,77.62,84.77,1,0,7.66,35408.68,1.72,65.69,23.48,Yes,0,1
1577,38,North,Basic,Desktop,Quarterly,Card,3,9,24.61,3.43,31.48,119.48,97.31,1,0,2.92,51252.06,18.96,70.16,7.19,Yes,0,0
2131,39,North,Premium,Mobile,Annual,Card,2,16,78.62,4.48,29.13,122.05,107.84,0,1,5.75,64836.77,16.51,64.7,17.56,No,1,0
2045,21,Central,Premium,Mobile,Monthly,Digital Wallet,3,23,96.43,5.48,25.53,155.93,110.77,2,0,3.56,77365.65,21.98,68.73,17.61,Yes,0,0
1396,60,North,Basic,Mobile,Monthly,Bank Transfer,2,3,24.05,6.84,27.11,187.57,124.55,0,0,8.48,40183.04,6.06,74.86,3.52,Yes,1,1
280,41,North,Standard,Desktop,Annual,Card,3,20,49.13,8.23,24.64,193.21,148.85,0,0,1.92,56501.47,10.19,72.93,5.97,Yes,1,0
1466,38,West,Standard,Desktop,Quarterly,Card,4,6,50.88,5.51,34.21,212.46,165.19,1,0,3.25,65982.07,12.17,72.08,9.23,Yes,1,0
1504,42,Central,Basic,Desktop,Monthly,Digital Wallet,5,26,32.39,3.09,18.62,61.77,63.36,0,0,2.62,74765.72,6.6,55.74,10.47,Yes,0,0
2283,51,West,Basic,Mobile,Monthly,Card,1,22,42.12,4.27,20.7,76.35,76.32,3,4,6.59,44561.86,18.64,62.06,9.87,Yes,1,0
2839,52,North,Basic,Desktop,Quarterly,Digital Wallet,4,11,23.15,6.3,24.9,161.91,106.99,0,0,0.99,65775.05,4.04,63.04,3.67,Yes,1,0
2724,40,West,Standard,Desktop,Monthly,Bank Transfer,1,19,54.52,6.78,32.99,206.32,157.4,1,0,3.13,107004.28,8.13,97.62,8.04,No,0,1
554,62,West,Basic,Desktop,Annual,Card,3,20,29.83,6.9,22.7,148.72,80.59,0,0,3.73,46635.64,9.97,56.97,4.32,No,1,0
835,29,West,Premium,Desktop,Annual,Card,4,22,85.59,7.9,25.32,194.57,160.36,1,0,17.87,40425.75,15.41,,10.83,Yes,1,0
963,26,East,Basic,Mobile,Monthly,Card,4,9,22.96,5.52,28.22,158.44,105.05,2,0,20.03,27471.07,9.46,35.33,4.16,Yes,1,0
597,32,North,Standard,Tablet,Quarterly,Digital Wallet,5,31,67.53,2.54,24.4,52.75,53.45,1,0,2.23,64492.14,3.37,70.3,26.6,Yes,0,0
2452,33,East,Premium,Desktop,Monthly,Bank Transfer,3,29,96.19,5.13,25.21,137.44,103.64,2,0,14.7,51356.47,14.35,,18.74,Yes,0,1
803,42,North,Basic,Mobile,Quarterly,Bank Transfer,3,57,48.36,4.73,17.7,95.75,85.67,0,3,0.14,56995.26,24.2,62.02,10.22,Yes,0,0
2137,41,Central,Basic,Desktop,Annual,Card,3,48,35.41,4.03,14.09,72.62,39.24,0,0,8.84,53645.93,4.35,50.29,8.78,No,1,0
2986,33,North,Standard,Mobile,Annual,Card,5,25,57.52,7,14.29,100.79,71.26,1,1,1.8,86801.04,14.95,60.73,8.21,Yes,1,0
2720,25,Central,Premium,Desktop,Quarterly,Digital Wallet,4,19,93.2,2.17,28.84,55.57,61.79,1,0,8.37,80064.2,34.02,58.73,42.96,Yes,0,1
441,36,West,Basic,Mobile,Monthly,Bank Transfer,3,6,35.02,7.47,20.82,146.53,100.58,1,0,1.01,35398.39,5.99,68.94,4.69,No,0,1
509,31,North,Premium,Mobile,Monthly,Card,3,32,718.9990144,3.4,54.22590595,39.25,67.02,8,0,4,44072.13,7.74,72.93,32.04,Yes,1,0
77,33,West,Basic,Mobile,Quarterly,Digital Wallet,4,20,29.75,2.32,17.9,45.56,40.34,1,0,2.53,,11.34,66.93,12.8,Yes,0,0
2482,27,South,Standard,Mobile,Monthly,Card,3,25,65.93,7.08,25.33,178.57,139.75,1,0,10.66,74089.03,8.43,72.96,9.31,No,1,0
650,33,West,Basic,Desktop,Monthly,Digital Wallet,5,20,,3.41,87.84016411,76.91,57.4,16,0,0.97,71133.91,6.3,76.51,12.72,No,1,0
523,54,North,Premium,Desktop,Monthly,Card,2,11,93.79,4.18,33.43,140.39,112.97,1,0,8.02,30244.06,7.91,59.06,22.42,No,0,0
1488,22,North,Premium,Desktop,Annual,Card,4,33,97.4,3.72,30.27,129.63,92.92,2,2,6.95,55931.82,14.14,,26.19,No,1,0
2209,45,West,Basic,Mobile,Monthly,Card,4,40,33.15,0.48,13.36,5,17.87,2,0,8.94,31491.35,9.63,54.59,69.73,Yes,1,0
1495,34,West,Premium,Mobile,Quarterly,Bank Transfer,3,49,98.1,6.59,14.68,96.46,91.7,4,0,32.71,49429.2,10.05,20.84,14.9,Yes,1,1
655,45,Central,Basic,Desktop,Monthly,Card,4,7,25.71,2.55,26.52,69.14,53.13,2,0,3.92,62220.6,21.37,74.41,10.07,No,1,1
2817,20,North,Standard,Mobile,Annual,Bank Transfer,3,32,62.45,8.07,31.13,249.76,180.58,0,0,5.48,20217.3,11.16,74.78,7.74,No,1,0
1539,27,Central,Premium,Desktop,Monthly,Digital Wallet,2,1,,3.47,12.53,54.43,74.6,4,1,12.9,51045.59,11.08,72.53,30.99,Yes,0,1
1424,55,South,Premium,Tablet,Quarterly,Card,5,19,94.91,4.81,,108.08,105.35,2,1,,20606.52,6.85,67.14,19.75,Yes,0,0
1652,53,South,Basic,Mobile,Quarterly,Card,3,24,46.8,5.87,23.92,136.39,96.54,0,2,,,3.55,77.42,7.97,No,0,0
631,57,South,Standard,Mobile,Quarterly,Digital Wallet,4,16,52.28,5.89,16.45,105.83,89.88,2,2,7.24,73121.51,2.1,58.97,8.87,No,1,0
2542,43,South,Standard,Mobile,Monthly,Card,3,9,195.441058,2.17,103.2294764,34.45,37.71,20,0,5.17,41648.48,13.5,72.43,28.88,No,1,1
1508,37,East,Basic,Mobile,Annual,Card,1,2,17.83,5.03,23.08,114.23,79.02,4,1,8.99,83092.67,9.23,,3.55,No,1,1
2942,53,North,Premium,Tablet,Annual,Card,5,10,85.55,9.65,22.15,208.88,166.41,1,0,9.11,36856.83,10.73,61.76,8.87,Yes,1,0
483,39,East,Basic,Mobile,Monthly,Bank Transfer,4,5,31.01,4.02,28.36,117.27,89.78,1,2,1.02,18000,14.32,,7.71,No,1,0
1928,26,South,Basic,Mobile,Monthly,Card,4,10,19.63,3.84,12.94,54.65,41.03,,0,14.4,36831.05,10.55,51.16,5.11,Yes,1,1
1114,35,Central,Basic,Mobile,Quarterly,Card,5,23,26.19,6.24,18.95,123.12,49.84,0,2,6.32,73951.55,9.63,52,4.2,No,0,0
2564,58,North,Basic,Mobile,Monthly,Digital Wallet,3,18,39.4,3.93,21.77,96.83,110.83,4,0,6.54,51435.26,8.21,35.57,10.01,Yes,1,1
1089,46,North,Basic,Desktop,Monthly,Digital Wallet,3,40,40,7.89,25.65,187.6,119.02,3,0,8.65,37305.49,8.41,68.67,5.07,Yes,0,1
439,30,South,Standard,Mobile,Quarterly,Card,5,11,56.06,7.9,31.13,246.37,195.18,3,1,,67903.57,11.65,63.19,7.09,Yes,1,1
1718,32,North,Standard,Mobile,Monthly,Bank Transfer,4,9,55.22,4.55,32.88,152.72,117.32,1,0,5.15,70040.14,6.76,50.27,12.14,Yes,1,1
2444,47,North,Basic,Mobile,Monthly,Bank Transfer,5,13,36.69,6.69,28.03,195.9,131.57,0,1,3.63,49446.04,2.68,51.23,5.49,No,1,0
857,42,Central,Premium,Mobile,Monthly,Bank Transfer,4,34,87.36,3.61,22.85,69.84,110.3,3,1,14.53,72124.96,21.66,52.2,24.19,No,1,0
1984,35,Central,Premium,Mobile,Monthly,Card,4,2,80.75,4.76,21.17,94.22,85.86,1,1,24.11,50596.09,10.21,32.13,16.97,Yes,1,0
167,49,South,Standard,Desktop,Monthly,Bank Transfer,4,8,59.57,4.23,26.27,113.35,78.11,2,0,,59402.12,3.5,67.49,14.08,No,0,1
60,50,East,Basic,Mobile,Monthly,Bank Transfer,3,9,33.05,1.4,23.3,32.81,20.04,2,1,13.36,43061.58,17.34,40.8,23.58,No,1,1
612,41,East,Standard,Tablet,Monthly,Card,1,12,44.54,4.31,28.28,118.95,109.97,2,0,3.72,64399.88,4.29,59.68,10.32,Yes,1,1
531,34,North,Basic,Mobile,Annual,Card,2,32,33.51,1.75,26.07,29.03,7.21,0,0,3.26,18000,3.77,72.62,19.15,No,1,0
2788,37,East,Basic,Desktop,Monthly,Card,2,27,28.42,2.55,33.14,100.47,54.11,1,1,13.29,,12.06,50.38,11.13,Yes,1,0
50,39,North,Basic,Desktop,Monthly,Card,4,16,40.25,5.7,18.5,104.79,82.71,4,0,10.29,48478.8,1.7,58.04,7.06,Yes,1,0
1884,39,South,Premium,Tablet,Annual,Bank Transfer,4,36,92.42,0.5,26.41,15.68,16.17,2,0,19.5,48887.84,23.87,37.99,183.21,No,1,1
1012,55,West,Standard,Mobile,Monthly,Bank Transfer,4,25,71.81,5.19,29.34,148.27,107.25,3,0,5.91,56355.01,13.94,66.5,13.83,Yes,1,0
859,18,Central,Premium,Mobile,Quarterly,Card,3,33,98.06,4.38,13.44,51.34,69.82,1,3,1.32,76340.27,15.54,84.72,22.37,Yes,0,1
1018,35,North,Basic,Mobile,Annual,Bank Transfer,3,31,33.1,7.61,18.48,138.95,106.02,2,2,2.36,47769.09,22.81,70.53,4.35,No,1,0
49,46,South,Basic,Desktop,Monthly,Card,4,6,28.97,6.22,19.97,122.47,78.28,0,0,4.4,24506.82,8.05,93.83,4.66,Yes,0,0
720,26,South,Basic,Mobile,Quarterly,Bank Transfer,3,3,33.93,5.19,20.9,111.3,97.34,3,0,13.32,42338.39,14.93,51.8,6.54,No,1,0
2391,18,North,Standard,Mobile,Quarterly,Card,3,39,52.83,5.05,18.03,89.66,60.95,1,0,12.51,56115.22,1.14,57.01,10.45,Yes,0,0
2653,53,Central,Standard,Mobile,Quarterly,Card,1,15,46.57,3.4,16.21,43.11,46.64,3,0,13.48,65958.52,8.77,33.29,13.69,No,0,1
2247,19,Central,Premium,Mobile,Quarterly,Card,3,18,100.32,5.13,14.42,82.54,101.75,0,2,10.43,67249.34,20.21,63.27,19.57,Yes,0,0
1160,21,Central,Basic,Mobile,Monthly,Card,4,11,43.7,9.3,20.53,188.81,131.55,0,0,0.02,50967.79,20.5,69.65,4.7,Yes,0,0
633,33,West,Basic,Mobile,Quarterly,Digital Wallet,2,25,36.09,1.4,25.75,37.93,40.95,0,1,16.12,56276.95,6.36,36.25,25.86,No,0,0
1339,71,North,Basic,Mobile,Monthly,Card,5,30,32.12,3.14,11.81,38.63,26.42,1,0,6.52,18000,5.56,52.89,10.23,No,1,0
2128,32,West,Standard,Mobile,Annual,Card,3,15,61.14,5.11,39.06,200.52,170.6,2,0,1.47,22066.98,10.32,77.22,11.97,No,1,0
2603,37,East,Basic,Desktop,Monthly,Card,1,48,25.86,3.51,27.95,97.46,58.26,2,1,2.52,74468.11,14.22,45.98,7.37,Yes,1,1
1437,33,North,Premium,Mobile,Quarterly,Card,4,15,81.59,5.14,13.61,54.39,73.61,4,0,16.09,64665.25,3.61,55.01,15.88,No,0,0
26,34,North,Basic,Mobile,Monthly,Bank Transfer,2,39,20.63,3.36,22.64,89.52,70.37,0,0,4,88406.79,13.83,72.42,6.14,No,0,0
2966,19,Central,Premium,Mobile,Annual,Bank Transfer,4,12,78.43,6.98,28.59,198.52,142.68,0,0,9.48,61804.26,10.63,65.98,11.24,Yes,1,0
220,30,South,Standard,Mobile,Quarterly,Bank Transfer,3,22,52.51,3.38,26.76,105.79,83.41,1,0,12.44,68901.3,4.93,,15.52,No,0,1
2819,47,North,Basic,Mobile,Monthly,Card,4,2,28.83,3.24,25.27,78.62,33.83,2,0,12.65,54226.21,5.69,59.6,8.89,No,0,1
277,29,East,Standard,Desktop,Monthly,Card,4,13,72.59,0.46,17.76,22.19,44.39,0,0,7.81,69632.45,13.23,53.57,156.28,No,1,0
2158,28,North,Premium,Desktop,Quarterly,Digital Wallet,3,30,94.69,4,23.96,109.27,90.03,0,1,13.49,64510.27,6,61.77,23.64,Yes,0,0
1481,43,West,Standard,Mobile,Quarterly,Bank Transfer,1,20,70.89,2.03,18.92,30.42,65.51,3,1,4.21,68391.02,8.42,57.54,34.89,Yes,0,0
1236,28,East,Basic,Mobile,Annual,Card,2,34,36.89,3.86,23.14,89.33,51.13,2,1,3.55,43468.95,1.99,67.45,9.55,Yes,1,0
1594,29,East,Basic,Mobile,Quarterly,Bank Transfer,2,20,38.14,4.48,18.97,84.22,31.29,1,0,0.93,45286.59,3.95,70.59,8.51,No,1,0
1000,48,South,Standard,Mobile,Quarterly,Card,3,35,54.29,8.29,26.35,204.17,155.99,1,2,6.11,54691,15.26,76.99,6.54,No,1,0
2141,37,South,Premium,Desktop,Monthly,Bank Transfer,4,6,98.02,6.18,20.72,128.46,91.89,,1,,47848.31,11.97,74.27,15.87,No,1,0
362,43,Central,Basic,Desktop,Monthly,Digital Wallet,3,29,27.78,6.77,23.13,156.52,83.41,3,0,11.14,78488.85,4.51,52.03,4.1,Yes,1,0
1458,39,South,Basic,Mobile,Quarterly,Card,4,30,33.57,3.53,,83.51,41.77,2,0,7.94,36420.24,7.24,58.94,9.5,Yes,1,0
1994,50,Central,Premium,Mobile,Monthly,Digital Wallet,3,7,98.13,6.02,28.89,182.17,155.39,1,0,5.93,76040.42,10.77,68.28,16.31,Yes,1,0
1672,19,West,Premium,Mobile,Quarterly,Digital Wallet,2,14,85.29,2.07,23.92,65.2,51.66,1,1,5.01,106225.14,10.18,52.69,41.15,Yes,1,1
2335,32,West,Premium,Mobile,Annual,Bank Transfer,5,12,94.74,8.95,27.13,263.65,199.58,0,3,7.92,84141.42,7.78,68.36,10.59,Yes,1,0
1651,32,East,Premium,Mobile,Monthly,Bank Transfer,4,20,97.6,3.03,29.02,74.91,85.63,0,1,11.38,76399.62,8.21,41.35,32.16,No,0,1
1836,39,Central,Standard,Desktop,Monthly,Card,4,44,,7.7,28.1,212.27,158.35,4,2,5.1,18000,7.07,57.37,7.74,No,0,0
1115,39,Central,Basic,Mobile,Monthly,Card,4,7,29.18,7.2,23.93,160.1,95.53,1,0,13.08,,33.87,58.88,4.05,Yes,0,1
1847,38,West,Basic,Desktop,Quarterly,Card,5,5,26,8.73,30.42,264.91,192.61,0,1,2.3,88236.41,7.51,81.61,2.98,No,1,1
1318,43,West,Basic,Mobile,Monthly,Bank Transfer,3,13,22.33,2.76,16.2,46.9,22.81,1,0,1.97,55739.81,13.57,62.29,8.1,No,1,0
2630,37,Central,Basic,Mobile,Annual,Bank Transfer,5,22,19.16,3.97,23.56,98.31,63.25,0,1,9.37,43066.24,10.48,34.86,4.82,No,1,1
298,34,North,Standard,Desktop,Monthly,Card,1,34,56.48,4.74,14.24,80.42,95.54,4,1,5.15,66108.01,35.07,58.51,11.92,No,1,0
1314,43,Central,Basic,Desktop,Quarterly,Card,1,13,,6.11,24.3,159.56,96.03,1,0,2.66,37507.17,15.12,71.12,4,No,1,0
938,37,North,Basic,Mobile,Quarterly,Bank Transfer,1,18,33.64,4,26.9,99.46,82.8,5,0,6.55,,8.07,59.53,8.42,Yes,1,0
241,27,Central,Premium,Mobile,Monthly,Digital Wallet,3,48,90.3,6.66,24.77,158.55,151.66,1,0,1.79,141337.06,5.84,79.94,13.55,No,1,0
1433,28,East,Standard,Desktop,Monthly,Bank Transfer,5,31,47.13,3.08,30.09,95.11,87.72,2,0,21.83,18000,6.21,31.13,15.32,No,0,0
583,34,North,Standard,Desktop,Quarterly,Card,2,20,55.74,3.89,23.34,93.28,71.25,3,2,3.01,31015.73,3.59,66.71,14.32,No,1,0
2907,52,South,Premium,Mobile,Quarterly,Digital Wallet,4,29,93.93,4.31,19.47,85.33,85.74,0,0,3.15,50199.55,17.88,76.68,21.8,Yes,0,0
1955,41,West,Standard,Desktop,Monthly,Card,3,33,46.96,3.88,21.7,72.26,72.01,2,0,3.16,58476,5.42,75.5,12.11,No,1,0
1335,43,East,Basic,Mobile,Monthly,Card,4,6,25.19,3.21,15.93,53.22,44.71,2,0,9.07,60208.29,17.3,53.67,7.85,Yes,1,1
1730,38,East,Basic,Mobile,Monthly,Card,3,8,26.96,2.05,26.28,70.45,43.36,0,2,6.24,55591.91,10.16,55,13.15,Yes,0,1
1673,40,South,Premium,Desktop,Quarterly,Bank Transfer,2,11,104.58,3.69,33.8,123.13,115.87,3,1,6.45,88158.57,17.36,66.4,28.31,No,0,1
351,42,South,Standard,Mobile,Monthly,Card,1,21,61.54,6.06,14.43,84.25,81.92,2,1,11.83,36668.15,8.02,53.59,10.16,Yes,1,0
2746,52,South,Premium,Desktop,Quarterly,Bank Transfer,4,8,76.27,3.54,40.36,148.42,131.63,1,1,15.78,53937.32,19.42,54.18,21.53,Yes,0,1
1221,37,North,Basic,Desktop,Monthly,Card,5,14,33.43,4.48,33.74,165.02,132.64,3,1,2.3,,7.48,70.41,7.47,No,0,1
350,56,Central,Basic,Mobile,Monthly,Bank Transfer,5,23,38.52,6.69,18.3,124.5,92.12,3,0,9.58,52632.92,3.01,63.59,5.76,Yes,0,1
1519,34,Central,Standard,Mobile,Monthly,Card,3,22,45.72,5.67,19.97,119.46,96.63,0,0,0.41,40397.37,13.8,81.92,8.06,Yes,1,0
2548,62,West,Basic,Mobile,Monthly,Digital Wallet,5,14,32.73,5.43,19.32,115.73,116.92,1,0,4.53,23183.68,3.44,49.8,6.03,No,1,0
644,40,Central,Standard,Mobile,Monthly,Bank Transfer,3,16,62.03,9.55,31.03,303.3,216.84,2,1,9.24,76623.84,22.37,49.95,6.5,Yes,0,0
2836,37,West,Basic,Desktop,Quarterly,Bank Transfer,4,16,31.25,4.87,26.9,130.33,95.13,2,0,7.57,50873.57,10.96,67.58,6.42,Yes,1,0
945,41,East,Premium,Mobile,Monthly,Card,3,56,98.52,7.49,11.89,77.09,102.93,,0,2.41,87692.99,7.19,69.75,13.16,No,0,0
1463,28,East,Basic,Desktop,Annual,Digital Wallet,4,32,22.24,2.69,34.53,79.62,93.36,1,0,2.56,60420.49,16.09,76.73,8.28,Yes,1,0
658,40,West,Standard,Desktop,Monthly,Digital Wallet,3,21,,3.8,28.8,108.59,100.08,0,0,3.31,51053.7,9.74,67.27,13.02,Yes,0,0
2703,48,East,Standard,Desktop,Monthly,Card,5,15,59.13,3.11,22.52,60.31,67.1,2,0,11.18,31722.86,6.75,37.61,19.03,Yes,1,1
2894,30,West,Basic,Mobile,Monthly,Card,4,13,36.66,6.01,20.86,129.76,92.83,0,2,2.79,61299.1,5.16,71.11,6.1,No,1,0
1237,38,South,Standard,Mobile,Monthly,Card,2,7,53.33,6.71,14.63,101.18,80.81,2,0,26.33,55401.09,15.76,22.3,7.94,No,0,1
2468,54,South,Basic,Desktop,Annual,Bank Transfer,3,5,31.53,4.87,14.04,53.9,31.69,3,0,4.28,,16.46,69.3,6.48,No,1,1
648,18,Central,Standard,Desktop,Monthly,Card,2,10,52.41,5.32,20.67,109.91,78.97,1,0,2.2,21967.07,10.45,95.85,9.84,No,1,0
